links,titles,pubdates,content,html_file_names,file_status,file_size,sent_to_archive
https://www.sdic.com.cn/cn/rmtzx/xwzx/jtdt/webinfo/2021/06/1625926394844182.htm,国投矿业与新疆维吾尔自治区地质矿产勘查开发局签署战略合作框架协议,2021-06-22--03-54-24,国投矿业与<b>新疆</b>维吾尔自治区地质矿产勘查开发局(以下简称<b>新疆</b>地矿局)在北京签署战略合作框架协议，国投矿业党委副书记、总经理周伟良和双方有关&nbsp;...,国投矿业与新疆维吾尔自治区地质矿产勘查开---2021-06-22--03-54-24.html,1,18,http://web.archive.org/web/20210622053524/https://www.sdic.com.cn/cn/rmtzx/xwzx/jtdt/webinfo/2021/06/1625926394844182.htm
https://news.sina.com.cn/c/2021-06-22/doc-ikqcfnca2494362.shtml,拜登政府又盯上新疆多晶硅美智库警告现实点,2021-06-22--03-33-45,尽管美国多名国会议员和太阳能产业人士已连续数月要求拜登政府采取行动，但有分析指出，中国制造商占据了全球多晶硅产量的80%，其中<b>新疆</b>地区的&nbsp;...,拜登政府又盯上新疆多晶硅美智库警告现实点---2021-06-22--03-33-45.html,1,74,http://web.archive.org/web/20210622160715/https://news.sina.com.cn/c/2021-06-22/doc-ikqcfnca2494362.shtml
http://news.cnpc.com.cn/system/2021/06/22/030036425.shtml,新疆油田党员干部深入一线打通为员工办实事的最后一公里中国石油新闻中心,2021-06-22--02-59-01,这次的培训给了我耳目一新的感觉，现场问题现场交流现场纠正，让我对非常规操作前的安全分析有了更进一步的认识。6月15日，<b>新疆</b>油田采油一厂质量&nbsp;...,新疆油田党员干部深入一线打通为员工办实事---2021-06-22--02-59-01.html,1,50,http://web.archive.org/web/20210622060903/http://news.cnpc.com.cn/system/2021/06/22/030036425.shtml
http://law.foodmate.net/draft/show-195717.html,新疆维吾尔自治区节能失信行为认定和记录办法试行意见建议的通知_地方法规草案,2021-06-22--02-05-20,为加快推进我区节能失信行为认定与惩戒，强化节能事中事后监管，我委研究制定了《<b>新疆</b>维吾尔自治区节能失信行为认定和记录办法（试行）》。,新疆维吾尔自治区节能失信行为认定和记录办---2021-06-22--02-05-20.html,1,48,http://web.archive.org/web/20210622070813/http://law.foodmate.net/draft/show-195717.html
http://m.legaldaily.com.cn/index/content/2021-06/22/content_8534531.htm,持续解决热点难点问题新疆市场监管部门守护阳光下的盘中餐,2021-06-22--01-52-28,法治日报全媒体记者潘从武. “开展食品安全问题联合整治，实施校园食品安全守护行动，深化餐饮质量安全提升”，记者从<b>新疆</b>维吾尔自治区新闻办6月21&nbsp;...,持续解决热点难点问题新疆市场监管部门守护---2021-06-22--01-52-28.html,1,8,http://web.archive.org/web/20210622061021/http://m.legaldaily.com.cn/index/content/2021-06/22/content_8534531.htm
http://cpc.people.com.cn/n1/2021/0622/c64387-32137094.html,让文物说话让历史故事落地文化遗产赋彩生活,2021-06-22--01-30-00,<b>新疆</b>维吾尔自治区党委宣传部副部长任彦宾评价。 据悉，该剧在天桥艺术中心连演3场，之后将赴乌鲁木齐与和田地区巡演。 《 人民日报》（&nbsp;...,让文物说话让历史故事落地文化遗产赋彩生活---2021-06-22--01-30-00.html,0,0,http://web.archive.org/web/20210623090125/http://cpc.people.com.cn/n1/2021/0622/c64387-32137094.html
https://cn.reuters.com/article/%E4%B8%AD%E5%9B%BD%E7%A7%B0%E5%9D%9A%E5%86%B3%E5%8F%8D%E5%AF%B9%E8%81%94%E5%90%88%E5%9B%BD%E4%BA%BA%E6%9D%83%E9%AB%98%E4%B8%93%E6%B6%89%E6%B8%AF%E6%B6%89%E7%96%86%E8%A8%80%E8%AE%BA%EF%BC%8C%E6%AC%A2%E8%BF%8E%E8%AE%BF%E9%97%AE%E6%96%B0%E7%96%86%E4%BD%86%E9%9D%9E%E6%9C%89%E7%BD%AA%E6%8E%A8%E5%AE%9A%E5%BC%8F%E2%80%9C%E8%B0%83%E6%9F%A5%E2%80%9D-idCNL3S2O409G,中国称坚决反对联合国人权高专涉港涉疆言论欢迎访问新疆但非有罪推定式调查,2021-06-22--01-18-45,路透北京6月22日- 对于联合国人权高专有关香港和<b>新疆</b>的言论，中国常驻日内瓦代表团发言人刘玉印周一晚间发表评论称，人权高专发表相关言论“干涉&nbsp;...,中国称坚决反对联合国人权高专涉港涉疆言论---2021-06-22--01-18-45.html,1,321,http://web.archive.org/web/20210623071727/https://cn.reuters.com/article/%E4%B8%AD%E5%9B%BD%E7%A7%B0%E5%9D%9A%E5%86%B3%E5%8F%8D%E5%AF%B9%E8%81%94%E5%90%88%E5%9B%BD%E4%BA%BA%E6%9D%83%E9%AB%98%E4%B8%93%E6%B6%89%E6%B8%AF%E6%B6%89%E7%96%86%E8%A8%80%E8%AE%BA%EF%BC%8C%E6%AC%A2%E8%BF%8E%E8%AE%BF%E9%97%AE%E6%96%B0%E7%96%86%E4%BD%86%E9%9D%9E%E6%9C%89%E7%BD%AA%E6%8E%A8%E5%AE%9A%E5%BC%8F%E2%80%9C%E8%B0%83%E6%9F%A5%E2%80%9D-idCNL3S2O409G
https://s.weibo.com/weibo?q=%23%E6%99%9A%E4%B8%8A11%E7%82%B9%E7%9A%84%E6%96%B0%E7%96%86%E6%9C%89%E5%A4%9A%E7%BE%8E%23&Refer=top,晚上11点的新疆有多美,2021-06-22--01-15-19,这也是晚上10点的<b>新疆</b>，晚霞太美了！ [心] L当代人的一天的微博视频 ​. 40秒前转&nbsp;...,晚上11点的新疆有多美---2021-06-22--01-15-19.html,1,47,failed | 202106241007
http://news.cnpc.com.cn/system/2021/06/22/030036218.shtml,新疆销售精准营销实现量效齐升中国石油新闻中心,2021-06-22--01-00-43,中国石油网消息（记者胡仁伟）<b>新疆</b>销售公司以市场战略为引领，围绕客户精准营销、跨界营销，1至5月，成品油销售总量、纯枪销量同比分别&nbsp;...,新疆销售精准营销实现量效齐升中国石油新闻---2021-06-22--01-00-43.html,1,50,http://web.archive.org/web/20210623071751/http://news.cnpc.com.cn/system/2021/06/22/030036218.shtml
https://finance.sina.com.cn/chanjing/cyxw/2021-06-22/doc-ikqciyzk1002048.shtml,中欧班列助力南疆特产畅销亚欧,2021-06-22--00-56-15,"据<b>新疆</b>西域乌敦农产品(5.810, 0.02, 0.35%)有限责任公司业务员艾力介绍，以往<b>新疆</b>很多农产品出口需先运至天津港(4.770, 0.02, 0.42%)，再通过海运&nbsp;...",中欧班列助力南疆特产畅销亚欧---2021-06-22--00-56-15.html,1,98,http://web.archive.org/web/20210622061232/https://finance.sina.com.cn/chanjing/cyxw/2021-06-22/doc-ikqciyzk1002048.shtml
http://cn.cccweb.org/portal/pubinfo/2021/06/22/001002003003/99f4db2604d846e098bc9963c89d3635.html,中国味道新疆美食地图击中新西兰网友味蕾,2021-06-22--00-05-16,《中国味道—<b>新疆</b>美食之旅》系列微纪录片，选取乌鲁木齐、吐鲁番、阿勒泰、伊犁、喀什这5座中国<b>新疆</b>不同区域的代表性城市，采用“美食+人文+旅游”的&nbsp;...,中国味道新疆美食地图击中新西兰网友味蕾---2021-06-22--00-05-16.html,1,31,http://web.archive.org/web/20210623071916/http://cn.cccweb.org/portal/pubinfo/2021/06/22/001002003003/99f4db2604d846e098bc9963c89d3635.html
http://guoqing.china.com.cn/2021-06/22/content_77578808.htm,夏日盐湖生产忙,2021-06-21--23-26-15,<b>新疆</b>和布克赛尔蒙古自治县玛纳斯盐湖拥有丰富的盐矿资源，是重要的盐业生产基地。近年来，当地企业通过持续改进工艺、开发特色盐产品，销售市场&nbsp;...,夏日盐湖生产忙---2021-06-21--23-26-15.html,1,8,http://web.archive.org/web/20210623071953/http://guoqing.china.com.cn/2021-06/22/content_77578808.htm
http://news.ts.cn/system/2021/06/20/036649223.shtml,这里是新疆女儿心中的完美爸爸肯杰木拉提天山网,2021-06-21--22-23-01,这里是<b>新疆</b>| 女儿心中的“完美爸爸”肯杰木拉提. 2021年06月20日17:36 来源：天山网. 迟阿依·肯杰木拉提是一个可爱的哈萨克族女孩，住在塔城市阿不都&nbsp;...,这里是新疆女儿心中的完美爸爸肯杰木拉提天---2021-06-21--22-23-01.html,1,20,http://web.archive.org/web/20210622061430/http://news.ts.cn/system/2021/06/20/036649223.shtml
https://finance.sina.com.cn/tech/2021-06-22/doc-ikqcfnca2420327.shtml,4323名新疆青年线上免费培训国家通用语言文字,2021-06-21--21-56-15,原标题：4323名<b>新疆</b>青年线上免费培训国家通用语言文字. 制图：张玉佳. 36岁的艾力·依明托合提是<b>新疆</b>共青团微信公众号的299万粉丝之一，得知团委要&nbsp;...,4323名新疆青年线上免费培训国家通用语---2021-06-21--21-56-15.html,1,105,http://web.archive.org/web/20210622164028/https://finance.sina.com.cn/tech/2021-06-22/doc-ikqcfnca2420327.shtml
http://news.youth.cn/gn/202106/t20210622_13039739.htm,主题团日精准全覆盖青少年党史学习听懂听进新疆共青团党史小故事承载爱党爱国大道理,2021-06-21--21-56-15,制图：张玉佳. 5月28日，少先队员在乌鲁木齐市第73小学参加“红领巾心向党”示范主题队会。 团<b>新疆</b>区委青年讲师团“文化润疆青年当先”百场示范宣讲&nbsp;...,主题团日精准全覆盖青少年党史学习听懂听进---2021-06-21--21-56-15.html,0,4,failed | 202106241010
http://htx.gov.cn/xinjiang/dzdt/202106/f7faa752801342a183f71d49c3b9ac47.shtml,总投资187亿元增加近千人就业新疆维格瑞公司可生物降解材料项目在昌吉开工建设,2021-06-21--21-05-28,6月16日上午，<b>新疆</b>蓝山屯河化工股份有限公司下属<b>新疆</b>维格瑞生物科技有限公司24万吨/年可生物降解材料项目（一期）在昌吉国家高新技术产业开发区&nbsp;...,总投资187亿元增加近千人就业新疆维格瑞---2021-06-21--21-05-28.html,0,4,failed | 202106241012
http://m.cnhubei.com/content/2021-06/21/content_13874458.html,新疆和硕县万亩西梅进入挂果期,2021-06-21--19-24-24,中新网乌鲁木齐6月21日电(陶拴科龚其克加甫)目前，<b>新疆</b>和硕县万亩西梅全面进入挂果期，今年预计收成将翻番。在和硕县园艺场里，工人在田间地头&nbsp;...,新疆和硕县万亩西梅进入挂果期---2021-06-21--19-24-24.html,1,65,http://web.archive.org/web/20210622072701/http://m.cnhubei.com/content/2021-06/21/content_13874458.html
